uid,sample,gender,age_2,dwelling,industry,social_involve_1,social_involve_2,social_involve_3,social_involve_4,social_involve_5,social_involve_6,volunteerdonate_1,volunteerdonate_2,volunteerdonate_3,volunteerdonate_4,volunteerdonate_7,snetwork_ethnicity,snetwork_nationality,snetwork_religion,snetwork_income,snetwork_education,snetwork_sorientation,close_sg_friends,support_immedfam,support_extfam,support_worksch,support_friends,outcome_connection,outcome_future,online_news,online_sm,online_areasinterest,online_sharemedia,marital_stats,children,age_youngestchild,hh_grandparents,hh_parents,hh_siblings,hh_spouse,hh_children,hh_relatives,hh_helper,hh_mates,hh_employer_their_family,hh_grandchildren,hh_other,hh_none,highest_ed,institution_deg,occupation,mhi,mpi,weight,pillarbeh_1,pillarbeh_2,pillarbeh_3,pillarbeh_4,pillarbeh_5,pillarbeh_6,pillarbeh_7,pillarbeh_8,pillarbeh_9,pillarbeh_10,pillarbeh_11,pillarbeh_12,pillarbeh_13,pillarbeh_14,pillarbeh_15,pillarvals_1,pillarvals_2,pillarvals_3,pillarvals_4,pillarvals_5,pillarvals_6,pillarvals_7,pillarvals_8,pillarvals_9,pillarvals_12,pillarvals_13,pillarvals_14,pillarvals_21,pillarvals_22,pillarvals_23,pillarvals_24,pillarvals_25,pillarvals_26,pillarvals_29,pillarvals_30,pillarvals_31,pillarvals_32,pillarvals_33
4029,Resident (Citizen/PR),Female,45-54 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 - A lot,5,5,6,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,A few times a month,A few times a month,A few times a month,A few times a month,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Home maker,Refuse,-,0.978762877,10 - Strongly agree,10 - Strongly agree,9,8,6,9,7,8,8,10 - Strongly agree,9,10 - Strongly agree,9,8,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,9,8,9,9,9,9,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,8,10 - Strongly agree
4030,Resident (Citizen/PR),Male,20-24 years old,HDB 5 room / Executive,Government / Public Sector / Defence,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,-,7,5,6,7,5,7,A few times a week,Daily,Daily,Less frequently,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,National service (NS),"S$3,001-S$4,000","Below S$1,000",1.311828746,8,8,9,6,6,9,9,8,5,9,8,8,9,7,9,8,9,8,8,8,8,9,8,8,9,8,8,8,8,9,8,8,8,7,7,6,7,8
4032,Resident (Citizen/PR),Male,55-64 years old,HDB 5 room / Executive,"Arts, Entertainment and Recreation",No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,1,1,2,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Less frequently,Married,Yes,15,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Post graduate degree,Non-Singapore university (studied overseas most or all of the time),"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$6,001-S$7,000","S$6,001-S$7,000",1.472644572,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,0 - Do not agree at all,5,10 - Strongly agree,5,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,6,6,5
4033,Resident (Citizen/PR),Female,45-54 years old,Private apartment / Condominium,Wholesale and Retail Trade,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,10 - A lot,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Less frequently,A few times a week,A few times a month,A few times a month,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","$15,001-$20,000","S$4,001-S$5,000",0.884550705,10 - Strongly agree,9,9,7,9,9,5,8,4,9,7,6,8,7,9,9,8,6,8,8,10 - Strongly agree,7,8,9,8,7,8,8,10 - Strongly agree,8,7,8,10 - Strongly agree,8,9,8,7,10 - Strongly agree
4034,Resident (Citizen/PR),Male,55-64 years old,HDB 3 room,Manufacturing,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,5,6,7,8,8,Less frequently,Less frequently,A few times a month,Less frequently,Single,No,-,No,No,No,No,No,No,No,No,No,No,No,Yes,"Secondary/ high school / ""O / N"" Levels",-,"Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$2,001-S$3,000","S$2,001-S$3,000",0.905928201,9,8,8,6,8,8,6,5,8,7,8,7,7,8,10 - Strongly agree,8,8,8,8,8,8,6,8,8,8,8,8,7,8,6,7,8,10 - Strongly agree,9,8,8,8,10 - Strongly agree
4041,Resident (Citizen/PR),Female,25-34 years old,HDB 4 room,Health and social services,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,8,4,5,5,7,8,A few times a week,Daily,A few times a week,Less frequently,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)",Executives / officers,"S$6,001-S$7,000","S$4,001-S$5,000",0.827722211,8,7,7,5,5,6,7,7,4,7,7,8,7,7,8,6,7,6,7,7,7,6,7,6,7,7,7,6,6,7,6,6,10 - Strongly agree,7,7,7,7,7
4042,Resident (Citizen/PR),Female,20-24 years old,HDB 4 room,Manufacturing,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,-,9,9,9,9,7,5,Less frequently,Daily,A few times a week,Daily,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,Technical / vocational school,-,"Associate professionals (e.g. Paramedic, Assistant Engineer etc)","S$1,000-2,000","S$1,000-2,000",0.856086113,6,8,6,2,2,6,2,2,2,5,6,6,7,6,7,7,7,8,9,9,7,6,9,9,9,7,6,7,8,9,9,7,10 - Strongly agree,9,7,9,7,7
4043,Resident (Citizen/PR),Male,16-19 years old,HDB 4 room,Not currently working,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,8,7,9,10 - A lot,7,5,A few times a week,Daily,A few times a week,A few times a month,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Student,Refuse,-,0.891081358,10 - Strongly agree,10 - Strongly agree,8,8,9,10 - Strongly agree,3,8,2,8,8,9,10 - Strongly agree,8,7,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,7,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,6,10 - Strongly agree,9,10 - Strongly agree,10 - Strongly agree,8,9,10 - Strongly agree,10 - Strongly agree
4044,Resident (Citizen/PR),Female,55-64 years old,HDB 1-2 room,Not currently working,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,-,7,2,0 - Not at all,0 - Not at all,6,4,Less frequently,Daily,A few times a month,A few times a month,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Primary school / PSLE,-,Home maker,"S$3,001-S$4,000",-,0.587690837,5,9,4,4,9,9,6,9,0 - Do not agree at all,0 - Do not agree at all,9,7,7,7,3,9,7,9,5,5,9,9,8,7,7,8,9,7,7,7,7,9,5,8,5,9,7,9
4048,Resident (Citizen/PR),Female,20-24 years old,HDB 3 room,Education,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,7,8,9,9,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a week,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Associate professionals (e.g. Paramedic, Assistant Engineer etc)","S$3,001-S$4,000","S$1,000-2,000",0.775305876,10 - Strongly agree,9,9,7,7,8,4,5,6,10 - Strongly agree,10 - Strongly agree,9,8,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,7,9,9,7,8,8,8,7,8,8,7,9,7,7,8,10 - Strongly agree,7,8,7,8,8
4049,Resident (Citizen/PR),Male,45-54 years old,HDB 4 room,Manufacturing,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,8,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No formal education,-,"Craftsmen and related trades workers (e.g. Electrician, Plumber, Contractor, Baker etc)","S$2,001-S$3,000","S$1,000-2,000",1.018772925,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,5,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,6,10 - Strongly agree,6,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,6,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
4050,Resident (Citizen/PR),Male,35-44 years old,HDB 4 room,Customer service/service,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,-,8,8,8,8,9,8,Daily,A few times a week,A few times a month,Daily,Married,Yes,3,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Associate professionals (e.g. Paramedic, Assistant Engineer etc)",Refuse,Refuse,1.012752266,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
4051,Resident (Citizen/PR),Female,65-75 years old,HDB 3 room,Not currently working,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,-,0 - Not at all,0 - Not at all,0 - Not at all,0 - Not at all,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,A few times a week,Less frequently,A few times a week,Less frequently,Single,No,-,No,No,No,No,No,No,No,No,No,No,No,Yes,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)",Retired,No income,-,0.870349879,10 - Strongly agree,8,6,9,10 - Strongly agree,10 - Strongly agree,6,6,7,8,10 - Strongly agree,8,8,8,5,8,9,8,7,8,8,8,8,8,7,8,8,8,8,7,8,9,8,8,9,8,9,8
4052,Resident (Citizen/PR),Male,55-64 years old,HDB 4 room,Driver,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,10 - A lot,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Less frequently,A few times a month,A few times a month,Married,Yes,14,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Technical / vocational school,-,"Plant, Machine Operators and Assemblers (e.g. Machine operator, Crane Operator, Driver etc)",Refuse,Refuse,1.000759946,6,6,7,7,7,7,6,7,6,7,6,10 - Strongly agree,7,6,10 - Strongly agree,6,10 - Strongly agree,6,6,10 - Strongly agree,6,6,6,10 - Strongly agree,10 - Strongly agree,6,10 - Strongly agree,6,6,6,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,6,8,10 - Strongly agree,7,7
4053,Resident (Citizen/PR),Female,35-44 years old,Private apartment / Condominium,Self employed,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,8,7,8,8,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,A few times a week,A few times a week,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Self-employed / Freelancer,"$15,001-$20,000","S$5,001-S$6,000",0.87932326,6,8,8,7,7,8,6,7,2,8,6,7,8,7,6,6,8,8,7,8,8,6,7,7,8,9,10 - Strongly agree,8,7,8,7,8,10 - Strongly agree,9,10 - Strongly agree,7,6,10 - Strongly agree
4054,Resident (Citizen/PR),Male,65-75 years old,Private apartment / Condominium,Not currently working,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,10 - A lot,9,9,10 - Very strong,7,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)","Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)",Refuse,"Below S$1,000",0.904031159,10 - Strongly agree,8,7,7,8,7,8,8,6,8,8,6,6,8,8,8,8,9,9,10 - Strongly agree,7,8,8,10 - Strongly agree,8,8,10 - Strongly agree,8,8,8,9,8,10 - Strongly agree,9,7,5,10 - Strongly agree,10 - Strongly agree
4055,Resident (Citizen/PR),Male,65-75 years old,Private apartment / Condominium,Not currently working,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,-,10 - A lot,8,5,7,8,5,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Retired,Refuse,-,0.904430415,7,8,7,6,5,7,5,5,3,5,8,7,5,5,3,7,8,7,6,8,6,6,7,6,7,7,10 - Strongly agree,6,6,6,7,7,10 - Strongly agree,8,8,7,8,10 - Strongly agree
4056,Resident (Citizen/PR),Male,55-64 years old,Private apartment / Condominium,Finance / Banking / Insurance,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,8,5,8,7,8,8,Daily,A few times a week,Daily,A few times a month,Married,Yes,19,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)",Self-employed / Freelancer,"Above $20,000","Above $20,000",0.904031159,9,8,7,7,5,7,5,6,5,8,10 - Strongly agree,8,7,7,7,8,9,6,7,9,7,7,7,8,6,8,8,8,8,7,7,8,10 - Strongly agree,7,8,8,7,8
4057,Resident (Citizen/PR),Female,45-54 years old,HDB 3 room,Wholesale and Retail Trade,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,7,6,5,7,7,Daily,Daily,A few times a month,A few times a week,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,"Secondary/ high school / ""O / N"" Levels",-,Executives / officers,"S$3,001-S$4,000","S$3,001-S$4,000",0.88679834,10 - Strongly agree,10 - Strongly agree,7,8,8,8,8,7,8,10 - Strongly agree,10 - Strongly agree,7,10 - Strongly agree,8,7,8,7,7,7,7,10 - Strongly agree,6,8,8,8,7,7,8,8,8,7,8,10 - Strongly agree,10 - Strongly agree,7,8,7,5
4058,Resident (Citizen/PR),Male,55-64 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-,0 - Not at all,0 - Not at all,0 - Not at all,0 - Not at all,6,0 - I don’t want to have any part of shaping Singapore’s future,Less frequently,Less frequently,Less frequently,Less frequently,Single,No,-,No,No,No,No,No,No,No,Yes,No,No,No,No,Other,-,Retired,"Below S$1,000",-,0.905928201,6,1,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,1,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,10 - Strongly agree,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,6,7,5,1,1,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,0 - Do not agree at all,1,4,6,5,1,2,1,6,6,5,5,7,6,6
4059,Resident (Citizen/PR),Female,55-64 years old,Private apartment / Condominium,Not currently working,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,0 - Not at all,8,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,A few times a week,Married,Yes,19,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Home maker,"$10,001-$11,000",-,0.868527339,10 - Strongly agree,9,6,6,7,9,4,6,3,7,9,10 - Strongly agree,6,7,9,7,7,9,9,8,9,9,8,9,7,6,9,7,9,7,7,7,10 - Strongly agree,6,10 - Strongly agree,9,9,10 - Strongly agree
4060,Resident (Citizen/PR),Female,45-54 years old,Private apartment / Condominium,Not currently working,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,10 - A lot,10 - A lot,0 - Not at all,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,A few times a week,A few times a week,Married,Yes,20,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Home maker,"S$8,001-S$9,000",-,0.884550705,10 - Strongly agree,9,9,9,9,10 - Strongly agree,5,5,5,9,10 - Strongly agree,9,9,10 - Strongly agree,9,9,9,9,7,7,8,7,9,7,7,9,9,9,10 - Strongly agree,7,7,6,10 - Strongly agree,7,10 - Strongly agree,8,9,9
4062,Resident (Citizen/PR),Female,55-64 years old,Private apartment / Condominium,Not currently working,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,-,10 - A lot,5,5,7,10 - Very strong,7,Daily,A few times a week,A few times a week,A few times a month,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Polytechnic / diploma,-,Home maker,"Above $20,000",-,0.868527339,10 - Strongly agree,8,6,8,6,7,3,7,7,5,10 - Strongly agree,8,5,5,3,7,10 - Strongly agree,8,8,7,8,7,9,7,7,8,10 - Strongly agree,7,8,7,7,8,10 - Strongly agree,8,10 - Strongly agree,8,8,10 - Strongly agree
4063,Resident (Citizen/PR),Female,25-34 years old,Private apartment / Condominium,Tourism / Hospitality / Accommodation,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,9,9,9,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,Daily,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,University / degree,"Singapore university (e.g. NUS, NTU, SMU, SUSS, SIT, SUTD)","Clerical support workers (e.g. Clerks, Customer service officers, Secretary, Receptionists etc)","S$9,001-S$10,000","S$2,001-S$3,000",0.85347253,9,8,8,9,8,8,5,5,5,8,8,9,8,8,8,9,9,8,9,7,7,8,9,8,6,9,9,8,9,9,7,7,10 - Strongly agree,9,9,9,8,9
4064,Resident (Citizen/PR),Male,20-24 years old,Private apartment / Condominium,Not currently working,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,-,9,9,9,8,10 - Very strong,9,Daily,Daily,Daily,Daily,Single,No,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Student,"$10,001-$11,000",-,0.805309091,9,7,7,8,10 - Strongly agree,10 - Strongly agree,5,6,5,9,10 - Strongly agree,9,7,8,8,9,10 - Strongly agree,9,9,9,7,9,9,8,7,9,10 - Strongly agree,9,9,9,9,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,9,7,9
4065,Resident (Citizen/PR),Male,55-64 years old,Private apartment / Condominium,Food and beverage,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,9,6,8,8,8,8,Daily,A few times a week,Daily,Less frequently,Married,Yes,17,No,No,No,Yes,Yes,No,No,No,No,No,No,No,University / degree,Non-Singapore university with a Singapore campus (studied locally most or all of the time),Self-employed / Freelancer,Refuse,Refuse,0.904430415,10 - Strongly agree,8,6,6,2,8,5,6,3,7,10 - Strongly agree,8,7,7,8,7,9,5,7,8,7,6,7,7,6,8,9,8,8,7,8,8,10 - Strongly agree,8,8,7,8,9
4069,Resident (Citizen/PR),Female,55-64 years old,HDB 3 room,Not currently working,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,-,8,5,0 - Not at all,3,8,8,Less frequently,Daily,Less frequently,Less frequently,Divorced / Widowed / Separated,Yes,More than 20 years old,No,No,No,No,No,No,No,Yes,No,No,No,No,No formal education,-,Retired,"Below S$1,000",-,0.870349879,10 - Strongly agree,8,2,2,2,8,2,2,0 - Do not agree at all,5,8,8,6,1,2,10 - Strongly agree,8,8,8,3,8,6,6,8,5,5,10 - Strongly agree,3,8,5,6,5,8,8,10 - Strongly agree,8,5,10 - Strongly agree
4070,Resident (Citizen/PR),Female,25-34 years old,Private apartment / Condominium,Finance / Banking / Insurance,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,-,9,7,7,8,8,6,A few times a week,Daily,Less frequently,Less frequently,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Professional (Lawyer, Doctor, Engineer, Accountant, Nurse, etc)","S$3,001-S$4,000",Refuse,0.85347253,8,8,7,5,5,6,4,6,4,5,7,5,4,5,5,6,8,5,5,6,5,4,6,4,6,5,8,6,6,6,6,7,8,8,6,7,6,8
4071,Resident (Citizen/PR),Male,55-64 years old,Private apartment / Condominium,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,-,8,5,6,8,7,5,A few times a month,A few times a week,Less frequently,Less frequently,Married,Yes,18,No,No,No,Yes,Yes,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Middle management (managerial),"S$8,001-S$9,000",Refuse,0.79236212,7,7,6,4,4,5,4,5,3,5,6,5,5,4,6,5,7,4,4,6,5,3,5,4,4,4,7,6,6,5,6,6,7,6,5,4,5,8
4073,Resident (Citizen/PR),Male,45-54 years old,Private apartment / Condominium,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-,8,5,6,8,6,6,A few times a week,A few times a month,A few times a month,Less frequently,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,University / degree,Non-Singapore university (studied overseas most or all of the time),Self-employed / Freelancer,"S$4,001-S$5,000","S$4,001-S$5,000",0.92070953,7,7,6,5,6,6,3,6,4,5,5,5,5,6,6,5,8,4,4,6,6,3,6,4,5,5,6,7,7,6,6,7,8,5,5,5,6,5
4074,Resident (Citizen/PR),Male,25-34 years old,HDB 3 room,Tourism / Hospitality / Accommodation,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,8,8,10 - A lot,10 - Very strong,10 - I have a strong desire to be a part of shaping Singapore’s future,Daily,Daily,Daily,A few times a week,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,Polytechnic / diploma,-,"Sales and service staff (e.g. Chefs, Cooks, Cashiers, Waiters, Sales Assistant etc)","S$7,001-S$8,000","S$4,001-S$5,000",0.890618254,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,8
4075,Resident (Citizen/PR),Female,45-54 years old,Private apartment / Condominium,"Professional, Scientific and Technical Activities",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-,8,6,5,7,8,7,A few times a week,A few times a week,A few times a month,Less frequently,Married,No,-,No,No,No,Yes,No,No,No,No,No,No,No,No,"Junior College / Pre-U / ""A"" Levels",-,Self-employed / Freelancer,"S$8,001-S$9,000","S$3,001-S$4,000",0.884550705,7,8,6,5,5,6,4,6,5,6,7,6,5,6,6,5,7,5,5,7,6,5,6,4,6,5,8,6,6,6,5,6,8,8,7,6,6,9
4116,Resident (Citizen/PR),Male,65-75 years old,HDB 4 room,Not currently working,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,10 - A lot,10 - A lot,5,8,6,6,Less frequently,Less frequently,Less frequently,Less frequently,Married,Yes,More than 20 years old,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No formal education,-,Retired,Refuse,-,1.000318165,7,8,6,6,5,8,7,6,6,6,8,6,8,6,6,7,6,6,6,6,6,7,6,6,7,6,7,6,7,6,7,6,7,6,6,6,6,8
4076,Resident (Citizen/PR),Male,25-34 years old,HDB 3 room,Government / Public Sector / Defence,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,8,6,7,7,6,9,Daily,Daily,A few times a week,Less frequently,Single,No,-,No,Yes,No,No,No,No,No,No,No,No,No,No,Technical / vocational school,-,Executives / officers,"S$3,001-S$4,000","S$3,001-S$4,000",0.890225096,8,8,7,5,7,6,6,7,4,10 - Strongly agree,9,7,9,7,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,8,10 - Strongly agree,8,7,9,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree,10 - Strongly agree
